PM2.5,PM10,CO,O3,NH3,AQI,AQI_Category
74.57,118.45443537491555,16.31,55.23,23.84836627716501,316.0,Severe
82.53,118.45443537491555,20.58,43.23,23.84836627716501,421.0,Severe
89.63,118.45443537491555,9.92,70.9,23.84836627716501,384.0,Severe
55.27,118.45443537491555,29.44,47.71,23.84836627716501,332.0,Severe
89.53,118.45443537491555,35.38,83.69,23.84836627716501,430.0,Severe
88.37,118.45443537491555,15.14,44.14,23.84836627716501,433.0,Severe
84.48,118.45443537491555,20.33,29.52,23.84836627716501,471.0,Severe
89.41,118.45443537491555,28.93,34.08,23.84836627716501,488.0,Severe
64.61,118.45443537491555,10.31,51.44,23.84836627716501,471.0,Severe
65.35,118.45443537491555,6.17,64.67,23.84836627716501,172.0,Poor
52.18,118.45443537491555,32.36,62.74,23.84836627716501,390.0,Severe
49.18,118.45443537491555,30.05,40.63,23.84836627716501,460.0,Severe
54.45,118.45443537491555,8.51,9.36,23.84836627716501,291.0,Very Poor
53.5,118.45443537491555,4.52,34.912885247265315,23.84836627716501,132.0,Poor
41.64,118.45443537491555,13.79,63.12,23.84836627716501,212.0,Very Poor
98.49,118.45443537491555,17.14,34.912885247265315,23.84836627716501,301.0,Severe
102.05,118.45443537491555,15.35,47.29,23.84836627716501,414.0,Severe
100.33,118.45443537491555,9.58,60.16,23.84836627716501,484.0,Severe
139.21,118.45443537491555,61.15,63.73,23.84836627716501,308.0,Severe
75.68,118.45443537491555,10.93,68.45,23.84836627716501,498.0,Severe
62.83,118.45443537491555,21.11,71.3,23.84836627716501,265.0,Very Poor
90.13,118.45443537491555,15.24,73.07,23.84836627716501,304.0,Severe
94.55,118.45443537491555,20.11,57.33,23.84836627716501,403.0,Severe
92.5,118.45443537491555,18.14,22.98,23.84836627716501,392.0,Severe
86.29,118.45443537491555,16.35,31.03,23.84836627716501,414.0,Severe
104.21,118.45443537491555,22.52,39.14,23.84836627716501,442.0,Severe
88.5,118.45443537491555,26.61,32.95,23.84836627716501,438.0,Severe
71.3,118.45443537491555,7.93,34.83,23.84836627716501,274.0,Very Poor
37.9,118.45443537491555,4.96,34.76,23.84836627716501,210.0,Very Poor
78.18,118.45443537491555,20.3,10.44,23.84836627716501,478.0,Severe
56.35,118.45443537491555,25.34,77.4,23.84836627716501,465.0,Severe
39.97,118.45443537491555,7.15,36.08,23.84836627716501,219.0,Very Poor
53.61,118.45443537491555,16.93,16.92,23.84836627716501,328.0,Severe
63.06,118.45443537491555,13.88,25.88,23.84836627716501,351.0,Severe
46.17,118.45443537491555,10.7,27.9,23.84836627716501,286.0,Very Poor
61.24,118.45443537491555,14.21,9.69,23.84836627716501,337.0,Severe
41.81,118.45443537491555,8.66,34.912885247265315,23.84836627716501,249.0,Very Poor
55.09,118.45443537491555,15.63,34.912885247265315,23.84836627716501,376.0,Severe
65.54,118.45443537491555,13.95,34.912885247265315,23.84836627716501,415.0,Severe
41.04,118.45443537491555,7.56,34.912885247265315,23.84836627716501,228.0,Very Poor
49.71,118.45443537491555,9.59,34.54,23.84836627716501,266.0,Very Poor
44.75,118.45443537491555,10.25,28.02,23.84836627716501,257.0,Very Poor
45.84,118.45443537491555,26.72,35.85,23.84836627716501,409.0,Severe
44.79,118.45443537491555,7.28,37.9,23.84836627716501,222.0,Very Poor
50.16,118.45443537491555,13.86,28.52,23.84836627716501,332.0,Severe
49.07,118.45443537491555,8.51,27.48,23.84836627716501,272.0,Very Poor
46.06,118.45443537491555,7.07,32.54,23.84836627716501,232.0,Very Poor
52.82,118.45443537491555,9.88,27.07,23.84836627716501,247.0,Very Poor
53.39,118.45443537491555,6.91,31.93,23.84836627716501,254.0,Very Poor
59.44,118.45443537491555,6.67,38.54,23.84836627716501,236.0,Very Poor
71.01,118.45443537491555,7.69,24.78,23.84836627716501,273.0,Very Poor
59.98,118.45443537491555,8.89,34.912885247265315,23.84836627716501,273.0,Very Poor
50.7,118.45443537491555,8.58,59.94,23.84836627716501,256.0,Very Poor
69.87,118.45443537491555,6.96,40.76,23.84836627716501,217.0,Very Poor
61.53,118.45443537491555,10.41,48.3,23.84836627716501,291.0,Very Poor
67.03,118.45443537491555,10.37,32.34,23.84836627716501,314.0,Severe
43.37,118.45443537491555,20.03,40.07,23.84836627716501,355.0,Severe
44.14,118.45443537491555,18.18,31.1,23.84836627716501,366.0,Severe
69.0,118.45443537491555,25.24,34.912885247265315,23.84836627716501,404.0,Severe
78.16,118.45443537491555,18.21,15.87,23.84836627716501,355.0,Severe
83.27,118.45443537491555,15.82,18.23,23.84836627716501,338.0,Severe
63.79,118.45443537491555,14.35,34.912885247265315,23.84836627716501,351.0,Severe
50.27,118.45443537491555,9.53,34.912885247265315,23.84836627716501,280.0,Very Poor
51.54,118.45443537491555,13.48,6.9,23.84836627716501,297.0,Very Poor
54.35,118.45443537491555,11.58,14.85,23.84836627716501,319.0,Severe
53.59,118.45443537491555,10.18,17.93,23.84836627716501,247.0,Very Poor
55.77,118.45443537491555,13.06,13.14,23.84836627716501,321.0,Severe
63.58,118.45443537491555,13.97,5.08,23.84836627716501,319.0,Severe
103.08,118.45443537491555,16.31,34.912885247265315,23.84836627716501,345.0,Severe
78.25,118.45443537491555,24.41,14.76,23.84836627716501,492.0,Severe
77.84,118.45443537491555,35.49,21.0,23.84836627716501,491.0,Severe
48.27,118.45443537491555,38.0,18.73,23.84836627716501,492.0,Severe
55.21,118.45443537491555,39.11,34.912885247265315,23.84836627716501,497.0,Severe
40.89,118.45443537491555,29.34,34.912885247265315,23.84836627716501,433.0,Severe
41.59,118.45443537491555,35.38,34.912885247265315,23.84836627716501,484.0,Severe
39.02,118.45443537491555,33.35,34.912885247265315,23.84836627716501,471.0,Severe
39.42,118.45443537491555,35.54,34.912885247265315,23.84836627716501,495.0,Severe
46.84,118.45443537491555,65.72,23.07,23.84836627716501,486.0,Severe
36.27,118.45443537491555,25.63,10.53,23.84836627716501,413.0,Severe
76.41,118.45443537491555,26.44,2.05,23.84836627716501,421.0,Severe
62.72,118.45443537491555,21.89,0.72,23.84836627716501,400.0,Severe
48.12,118.45443537491555,19.06,0.91,23.84836627716501,361.0,Severe
36.8,118.45443537491555,21.07,1.16,23.84836627716501,385.0,Severe
41.37,118.45443537491555,25.53,1.08,23.84836627716501,428.0,Severe
302.08,118.45443537491555,27.2,0.88,23.84836627716501,440.0,Severe
71.94,118.45443537491555,17.35,2.03,23.84836627716501,365.0,Severe
47.95,118.45443537491555,17.08,2.51,23.84836627716501,336.0,Severe
55.91,118.45443537491555,19.87,1.8,23.84836627716501,377.0,Severe
72.06,118.45443537491555,24.72,1.26,23.84836627716501,442.0,Severe
127.23,118.45443537491555,29.02,0.38,23.84836627716501,421.0,Severe
127.37,118.45443537491555,25.58,2.77,23.84836627716501,428.0,Severe
36.42,118.45443537491555,30.52,3.29,23.84836627716501,472.0,Severe
40.97,118.45443537491555,29.94,3.69,23.84836627716501,478.0,Severe
33.38,118.45443537491555,20.68,4.35,23.84836627716501,422.0,Severe
33.51,118.45443537491555,17.84,7.95,23.84836627716501,347.0,Severe
29.56,118.45443537491555,30.82,3.34,23.84836627716501,461.0,Severe
21.89,118.45443537491555,27.75,3.02,23.84836627716501,447.0,Severe
44.87,118.45443537491555,31.41,3.24,23.84836627716501,486.0,Severe
48.95,118.45443537491555,25.57,2.96,23.84836627716501,485.0,Severe
42.89,118.45443537491555,34.86,34.912885247265315,23.84836627716501,488.0,Severe
43.18,118.45443537491555,29.79,34.912885247265315,23.84836627716501,474.0,Severe
35.8,118.45443537491555,29.72,34.912885247265315,23.84836627716501,458.0,Severe
37.76,118.45443537491555,23.91,34.912885247265315,23.84836627716501,428.0,Severe
38.1,118.45443537491555,27.77,34.912885247265315,23.84836627716501,429.0,Severe
39.43,118.45443537491555,29.96,34.912885247265315,23.84836627716501,461.0,Severe
51.78,118.45443537491555,28.69,34.912885247265315,23.84836627716501,450.0,Severe
63.4,118.45443537491555,26.58,34.912885247265315,23.84836627716501,453.0,Severe
58.21,118.45443537491555,25.51,34.912885247265315,23.84836627716501,459.0,Severe
47.83,118.45443537491555,25.73,3.22,23.84836627716501,468.0,Severe
53.64,118.45443537491555,22.52,2.86,23.84836627716501,424.0,Severe
48.18,118.45443537491555,18.31,2.81,23.84836627716501,366.0,Severe
56.75,118.45443537491555,28.82,4.84,23.84836627716501,465.0,Severe
41.21,118.45443537491555,25.18,9.92,23.84836627716501,434.0,Severe
37.33,118.45443537491555,29.18,6.63,23.84836627716501,470.0,Severe
28.74,118.45443537491555,25.17,20.2,23.84836627716501,455.0,Severe
34.05,118.45443537491555,27.58,22.77,23.84836627716501,489.0,Severe
28.94,118.45443537491555,21.18,16.38,23.84836627716501,431.0,Severe
25.06,118.45443537491555,25.26,10.33,23.84836627716501,402.0,Severe
32.05,118.45443537491555,29.19,10.76,23.84836627716501,469.0,Severe
44.02,118.45443537491555,30.74,7.14,23.84836627716501,476.0,Severe
48.73,118.45443537491555,27.87,11.25,23.84836627716501,459.0,Severe
43.54,118.45443537491555,12.25,22.45,23.84836627716501,342.0,Severe
28.66,118.45443537491555,18.31,15.68,23.84836627716501,311.0,Severe
31.01,118.45443537491555,26.43,18.69,23.84836627716501,467.0,Severe
33.95,118.45443537491555,30.33,14.95,23.84836627716501,429.0,Severe
33.7,118.45443537491555,24.01,23.59,23.84836627716501,490.0,Severe
48.21,118.45443537491555,29.28,13.38,23.84836627716501,445.0,Severe
40.66,118.45443537491555,30.95,14.02,23.84836627716501,499.0,Severe
38.65,118.45443537491555,30.68,16.31,23.84836627716501,482.0,Severe
34.52,118.45443537491555,31.19,34.912885247265315,23.84836627716501,482.0,Severe
58.92,118.45443537491555,26.74,34.912885247265315,23.84836627716501,491.0,Severe
51.03,118.45443537491555,26.37,34.912885247265315,23.84836627716501,460.0,Severe
28.8,118.45443537491555,28.47,34.912885247265315,23.84836627716501,440.0,Severe
16.28,118.45443537491555,26.67,34.912885247265315,23.84836627716501,447.0,Severe
21.06,118.45443537491555,29.17,34.912885247265315,23.84836627716501,477.0,Severe
20.82,118.45443537491555,31.54,34.912885247265315,23.84836627716501,481.0,Severe
22.62,118.45443537491555,23.36,34.912885247265315,23.84836627716501,493.0,Severe
21.12,118.45443537491555,22.46,34.912885247265315,23.84836627716501,410.0,Severe
21.79,118.45443537491555,25.94,34.912885247265315,23.84836627716501,398.0,Severe
18.87,118.45443537491555,27.35,34.912885247265315,23.84836627716501,457.0,Severe
22.11,118.45443537491555,24.68,34.912885247265315,23.84836627716501,428.0,Severe
24.07,118.45443537491555,20.32,75.33,23.84836627716501,413.0,Severe
58.28,118.45443537491555,15.84,66.85,23.84836627716501,483.0,Severe
63.92,118.45443537491555,12.95,69.39,23.84836627716501,379.0,Severe
73.89,118.45443537491555,4.5,59.52,23.84836627716501,214.0,Very Poor
110.05,118.45443537491555,19.73,51.12,23.84836627716501,403.0,Severe
109.84,118.45443537491555,23.16,60.82,23.84836627716501,427.0,Severe
107.26,118.45443537491555,26.76,48.62,23.84836627716501,487.0,Severe
105.87,118.45443537491555,18.18,46.82,23.84836627716501,453.0,Severe
72.93,118.45443537491555,90.96,69.95,23.84836627716501,161.0,Poor
78.48,118.45443537491555,16.91,56.39,23.84836627716501,413.0,Severe
63.75,118.45443537491555,11.7,59.28,23.84836627716501,415.0,Severe
68.3,118.45443537491555,8.69,72.2,23.84836627716501,228.0,Very Poor
91.23,118.45443537491555,32.82,56.17,23.84836627716501,392.0,Severe
88.02,118.45443537491555,25.92,42.7,23.84836627716501,488.0,Severe
75.42,118.45443537491555,11.02,54.91,23.84836627716501,423.0,Severe
73.07,118.45443537491555,32.21,51.18,23.84836627716501,417.0,Severe
70.04,118.45443537491555,14.87,55.89,23.84836627716501,336.0,Severe
56.71,118.45443537491555,7.45,61.74,23.84836627716501,275.0,Very Poor
59.4,118.45443537491555,7.23,71.46,23.84836627716501,191.0,Poor
54.75,118.45443537491555,6.99,76.37,23.84836627716501,172.0,Poor
62.18,118.45443537491555,7.67,73.67,23.84836627716501,198.0,Poor
238.42,118.45443537491555,26.3,63.89,23.84836627716501,381.0,Severe
72.1,118.45443537491555,11.61,63.46,23.84836627716501,355.0,Severe
79.15,118.45443537491555,12.74,70.54,23.84836627716501,370.0,Severe
94.8,118.45443537491555,23.18,63.95,23.84836627716501,448.0,Severe
68.29,118.45443537491555,16.94,51.76,23.84836627716501,379.0,Severe
67.75,118.45443537491555,17.63,63.34,23.84836627716501,396.0,Severe
74.62,118.45443537491555,8.16,74.83,23.84836627716501,236.0,Very Poor
89.72,118.45443537491555,13.83,73.64,23.84836627716501,313.0,Severe
84.03,118.45443537491555,26.24,72.75,23.84836627716501,471.0,Severe
75.49,118.45443537491555,9.04,80.26,23.84836627716501,407.0,Severe
66.97,118.45443537491555,6.96,89.73,23.84836627716501,172.0,Poor
161.09,118.45443537491555,101.89,84.85,23.84836627716501,116.0,Poor
74.12,118.45443537491555,18.26,39.51,23.84836627716501,464.0,Severe
52.92,118.45443537491555,11.03,43.54,23.84836627716501,302.0,Severe
47.26,118.45443537491555,16.22,20.0,23.84836627716501,260.0,Very Poor
52.79,118.45443537491555,18.13,34.912885247265315,23.84836627716501,430.0,Severe
63.68,118.45443537491555,22.56,53.12,23.84836627716501,477.0,Severe
73.37,118.45443537491555,16.1,39.08,23.84836627716501,491.0,Severe
55.24,118.45443537491555,34.37,40.04,23.84836627716501,470.0,Severe
47.01,118.45443537491555,13.12,45.06,23.84836627716501,334.0,Severe
54.77,118.45443537491555,11.01,53.55,23.84836627716501,346.0,Severe
50.15,118.45443537491555,9.02,47.5,23.84836627716501,254.0,Very Poor
94.1,118.45443537491555,10.62,55.84,23.84836627716501,308.0,Severe
105.03,118.45443537491555,10.13,43.09,23.84836627716501,290.0,Very Poor
46.5,118.45443537491555,15.39,41.7,23.84836627716501,340.0,Severe
41.76,118.45443537491555,20.48,44.7,23.84836627716501,492.0,Severe
46.91,118.45443537491555,14.6,51.3,23.84836627716501,343.0,Severe
72.53,118.45443537491555,20.61,46.37,23.84836627716501,489.0,Severe
44.69,118.45443537491555,32.07,53.96,23.84836627716501,373.0,Severe
37.96,118.45443537491555,16.2,15.47,23.84836627716501,403.0,Severe
34.1,118.45443537491555,12.42,59.67,23.84836627716501,253.0,Very Poor
64.44,118.45443537491555,13.19,33.88,23.84836627716501,467.0,Severe
51.5,118.45443537491555,12.26,38.45,23.84836627716501,296.0,Very Poor
33.38,118.45443537491555,14.07,48.39,23.84836627716501,307.0,Severe
42.11,118.45443537491555,14.18,47.63,23.84836627716501,350.0,Severe
46.35,118.45443537491555,9.25,69.79,23.84836627716501,318.0,Severe
61.32,118.45443537491555,15.88,21.17,23.84836627716501,338.0,Severe
48.84,118.45443537491555,9.85,51.34,23.84836627716501,276.0,Very Poor
39.23,118.45443537491555,12.69,59.73,23.84836627716501,286.0,Very Poor
45.37,118.45443537491555,23.56,49.33,23.84836627716501,461.0,Severe
44.12,118.45443537491555,10.66,61.08,23.84836627716501,280.0,Very Poor
46.52,118.45443537491555,17.55,47.77,23.84836627716501,310.0,Severe
52.24,118.45443537491555,10.75,56.16,23.84836627716501,262.0,Very Poor
62.44,118.45443537491555,26.15,58.49,23.84836627716501,428.0,Severe
75.05,118.45443537491555,12.67,64.12,23.84836627716501,321.0,Severe
60.5,118.45443537491555,18.21,56.66,23.84836627716501,353.0,Severe
62.04,118.45443537491555,24.16,41.42,23.84836627716501,380.0,Severe
64.71,118.45443537491555,20.95,38.94,23.84836627716501,402.0,Severe
67.44,118.45443537491555,15.64,47.12,23.84836627716501,404.0,Severe
74.35,118.45443537491555,11.84,28.63,23.84836627716501,471.0,Severe
96.96,118.45443537491555,16.25,30.19,23.84836627716501,353.0,Severe
97.68,118.45443537491555,21.56,20.2,23.84836627716501,420.0,Severe
78.55,118.45443537491555,26.28,18.04,23.84836627716501,472.0,Severe
73.58,118.45443537491555,19.53,26.46,23.84836627716501,493.0,Severe
70.14,118.45443537491555,20.83,27.51,23.84836627716501,395.0,Severe
67.2,118.45443537491555,11.75,46.45,23.84836627716501,406.0,Severe
182.46,118.45443537491555,15.24,48.98,23.84836627716501,428.0,Severe
95.69,118.45443537491555,9.19,75.85,23.84836627716501,392.0,Severe
93.12,118.45443537491555,8.88,74.03,23.84836627716501,274.0,Very Poor
64.3,118.45443537491555,10.74,74.2,23.84836627716501,354.0,Severe
81.71,118.45443537491555,23.23,77.88,23.84836627716501,419.0,Severe
132.76,118.45443537491555,9.13,78.36,23.84836627716501,255.0,Very Poor
86.07,118.45443537491555,13.77,41.5,23.84836627716501,315.0,Severe
72.58,118.45443537491555,14.52,2.97,23.84836627716501,326.0,Severe
81.79,118.45443537491555,19.4,3.02,23.84836627716501,449.0,Severe
72.54,118.45443537491555,23.99,3.11,23.84836627716501,455.0,Severe
58.71,118.45443537491555,12.69,2.16,23.84836627716501,398.0,Severe
72.51,118.45443537491555,15.56,3.12,23.84836627716501,346.0,Severe
43.83,118.45443537491555,11.8,3.13,23.84836627716501,291.0,Very Poor
37.55,122.41,15.08,48.23,23.84836627716501,281.0,Very Poor
33.97,116.32,14.67,51.86,23.84836627716501,330.0,Severe
35.48,130.07,18.02,38.99,23.84836627716501,356.0,Severe
34.11,138.31,13.27,42.22,23.84836627716501,359.0,Severe
24.6,103.88,11.03,46.65,23.84836627716501,321.0,Severe
27.93,103.3,11.44,54.34,23.84836627716501,270.0,Very Poor
41.39,135.65,14.29,49.7,23.84836627716501,323.0,Severe
46.79,148.0,14.31,56.31,23.84836627716501,344.0,Severe
51.63,156.97,17.96,49.62,23.84836627716501,404.0,Severe
57.47,163.36,21.39,52.19,23.84836627716501,435.0,Severe
50.27,156.63,21.02,49.86,23.84836627716501,440.0,Severe
42.02,140.66,16.43,52.44,23.84836627716501,374.0,Severe
46.51,136.34,16.75,44.53,23.84836627716501,360.0,Severe
48.1,142.06,23.83,40.22,23.84836627716501,467.0,Severe
41.38,119.91,21.8,41.5,23.84836627716501,402.0,Severe
46.46,134.2,22.33,47.63,23.84836627716501,419.0,Severe
39.68,117.51,20.89,71.62,23.84836627716501,408.0,Severe
38.27,113.84,18.87,82.73,23.84836627716501,402.0,Severe
35.06,127.56,12.63,75.71,23.84836627716501,303.0,Severe
30.07,124.01,15.49,70.29,23.84836627716501,354.0,Severe
48.74,135.9,16.38,73.95,23.84836627716501,358.0,Severe
35.3,120.77,15.2,81.55,23.84836627716501,324.0,Severe
34.31,115.46,16.31,80.39,23.84836627716501,360.0,Severe
33.97,107.59,15.38,90.29,23.84836627716501,348.0,Severe
41.08,156.33,12.8,85.2,23.84836627716501,333.0,Severe
25.56,77.07,13.75,88.79,23.84836627716501,321.0,Severe
26.75,103.12,14.4,77.88,23.84836627716501,338.0,Severe
32.71,96.84,18.89,53.57,23.84836627716501,369.0,Severe
32.79,107.15,25.17,30.45,23.84836627716501,397.0,Severe
28.02,104.64,25.92,21.04,23.84836627716501,414.0,Severe
26.92,72.7,22.25,24.37,23.84836627716501,363.0,Severe
69.38,171.87,19.2,7.21,23.84836627716501,371.0,Severe
35.67,103.64,18.86,74.84,23.84836627716501,348.0,Severe
63.09,152.67,12.65,113.94,23.84836627716501,184.0,Poor
46.13,102.66,14.35,108.07,23.84836627716501,328.0,Severe
57.49,115.42,21.05,101.47,23.84836627716501,440.0,Severe
49.23,97.91,19.38,90.33,23.84836627716501,411.0,Severe
70.03,136.54,24.95,52.14,23.84836627716501,469.0,Severe
60.03,109.4,25.55,52.95,23.84836627716501,436.0,Severe
53.13,117.3,29.06,43.43,23.84836627716501,465.0,Severe
43.22,104.74,28.45,69.91,23.84836627716501,486.0,Severe
44.75,114.84,24.72,58.82,23.84836627716501,446.0,Severe
44.27,96.61,24.13,49.16,23.84836627716501,426.0,Severe
47.71,100.89,34.67,21.04,23.84836627716501,491.0,Severe
34.72,80.67,26.15,50.85,23.84836627716501,451.0,Severe
41.69,120.12,36.14,27.49,23.84836627716501,491.0,Severe
41.97,109.2,30.92,34.38,23.84836627716501,490.0,Severe
41.7,109.85,24.82,49.25,23.84836627716501,469.0,Severe
42.43,116.7,32.1,38.2,23.84836627716501,455.0,Severe
